featureid	10483.recip.536.ASO.PD4.D7	10483.recip.559.WT.HC4.D7	10483.recip.323.ASO.PD1.D7	10483.recip.633.ASO.HC5.D14	10483.recip.412.ASO.HC2.D49	10483.recip.387.WT.PD2.D7	10483.recip.459.WT.HC3.D49	10483.recip.539.ASO.PD4.D49	10483.recip.220.WT.OB1.D7	10483.recip.540.ASO.HC4.D14	10483.recip.616.WT.PD5.D14	10483.recip.537.WT.PD4.D14	10483.recip.537.WT.PD4.D21	10483.recip.388.WT.HC2.D21	10483.recip.545.WT.HC4.D7	10483.recip.464.WT.PD3.D7	10483.recip.614.WT.PD5.D7	10483.recip.633.ASO.HC5.D49	10483.recip.452.ASO.PD3.D21	10483.recip.455.WT.PD3.D21	10483.recip.546.ASO.PD4.D14	10483.recip.543.ASO.HC4.D21	10483.recip.462.WT.PD3.D7	10483.recip.461.ASO.HC3.D49	10483.recip.226.ASO.OB1.D7	10483.recip.621.ASO.HC5.D7	10483.recip.317.ASO.HC1.D7	10483.recip.462.WT.PD3.D49	10483.recip.467.WT.HC3.D21	10483.recip.454.WT.PD3.D7	10483.recip.464.WT.PD3.D49	10483.recip.291.WT.OB2.D49	10483.recip.642.ASO.HC6.D7	10483.recip.325.ASO.PD1.D7	10483.recip.458.ASO.HC3.D49	10483.recip.631.WT.PD5.D49	10483.recip.639.WT.PD6.D14	10483.recip.456.ASO.HC3.D21	10483.recip.637.ASO.PD6.D14	10483.recip.388.WT.HC2.D7	10483.recip.544.ASO.HC4.D14	10483.recip.572.WT.OBASO.D7	10483.recip.452.ASO.PD3.D7	10483.recip.542.WT.HC4.D14	10483.recip.636.ASO.PD6.D14	10483.recip.583.ASO.OBASO.D7	10483.recip.292.WT.OB2.D49	10483.recip.465.ASO.PD3.D7	10483.recip.400.ASO.HC2.D49	10483.recip.462.WT.PD3.D14	10483.recip.314.WT.HC1.D49	10483.recip.391.ASO.PD2.D7	10483.recip.541.ASO.HC4.D14	10483.recip.323.ASO.PD1.D21	10483.recip.561.ASO.HC4.D21	10483.recip.618.ASO.HC5.D7	10483.recip.435.ASO.HC3.D21	10483.recip.413.WT.HC2.D49	10483.recip.459.WT.HC3.D7	10483.recip.457.WT.HC3.D14	10483.recip.465.ASO.PD3.D49	10483.recip.622.ASO.PD5.D49	10483.recip.615.ASO.PD5.D14	10483.recip.315.WT.HC1.D21	10483.recip.547.WT.PD4.D21	10483.recip.644.WT.HC6.D7	10483.recip.574.WT.OBWT.D49	10483.recip.641.ASO.HC6.D7	10483.recip.538.WT.PD4.D21	10483.recip.392.ASO.PD2.D7	10483.recip.403.ASO.PD2.D14	10483.recip.647.ASO.PD6.D49	10483.recip.435.ASO.HC3.D49	10483.recip.464.WT.PD3.D21	10483.recip.542.WT.HC4.D49	10483.recip.467.WT.HC3.D14.a	10483.recip.324.WT.PD1.D21	10483.recip.435.ASO.HC3.D14	10483.recip.584.ASO.OBAWT.D49	10483.recip.467.WT.HC3.D7.a	10483.recip.623.WT.PD5.D49	10483.recip.543.ASO.HC4.D14	10483.recip.389.WT.HC2.D7	10483.recip.541.ASO.HC4.D7	10483.recip.457.WT.HC3.D49	10483.recip.386.WT.PD2.D7	10483.recip.548.ASO.PD4.D14	10483.recip.620.ASO.HC5.D14	10483.recip.461.ASO.HC3.D21	10483.recip.392.ASO.PD2.D21	10483.recip.390.ASO.PD2.D49	10483.recip.467.WT.PD3.D21.a	10483.recip.623.WT.PD5.D14	10483.recip.651.ASO.HC6.D7	10483.recip.462.WT.PD3.D21	10483.recip.401.ASO.HC2.D14	10483.recip.548.ASO.PD4.D7	10483.recip.624.WT.HC5.D49	10483.recip.437.ASO.HC3.D7	10483.recip.452.ASO.PD3.D49	10483.recip.618.ASO.HC5.D14	10483.recip.317.ASO.HC1.D21	10483.recip.386.WT.PD2.D14	10483.recip.632.ASO.PD5.D14	10483.recip.540.ASO.HC4.D21	10483.recip.414.WT.PD2.D7	10483.recip.641.ASO.HC6.D49	10483.recip.650.ASO.PD6.D7	10483.recip.632.ASO.PD5.D49	10483.recip.621.ASO.HC5.D14	10483.recip.321.WT.PD1.D49	10483.recip.648.ASO.PD6.D14	10483.recip.546.ASO.PD4.D21	10483.recip.390.ASO.PD2.D21	10483.recip.541.ASO.HC4.D21	10483.recip.466.ASO.PD3.D14	10483.recip.465.ASO.PD3.D14	10483.recip.538.WT.PD4.D14	10483.recip.389.WT.HC2.D49	10483.recip.649.WT.HC6.D7	10483.donor2.HC	10483.recip.316WT.HC1.D7	10483.recip.411.ASO.HC2.D7	10483.recip.634.WT.HC5.D14	10483.donor3.HC	10483.recip.437.ASO.HC3.D14	10483.recip.645.WT.PD6.D7	10483.recip.545.WT.HC4.D21	10483.recip.454.WT.PD3.D14	10483.recip.457.WT.HC3.D21	10483.recip.560.ASO.HC4.D14	10483.recip.293.WT.OB2.D49	10483.recip.643.WT.HC6.D49	10483.recip.463.WT.PD3.D7	10483.recip.321.WT.PD1.D21	10483.recip.617.ASO.HC5.D49	10483.recip.319.WT.HC1.D14	10483.recip.635.ASO.HC5.D14	10483.recip.387.WT.PD2.D14	10483.recip.392.ASO.PD2.D14	10483.recip.546.ASO.PD4.D7	10483.recip.650.ASO.PD6.D14	10483.recip.646.WT.PD6.D14	10483.recip.461.ASO.HC3.D7	10483.donor6.PD	10483.recip.617.WT.HC5.D7	10483.recip.315.WT.HC1.D49	10483.recip.547.WT.PD4.D14	10483.recip.457.WT.HC3.D7	10483.recip.387.WT.PD2.D21	10483.recip.615.ASO.PD5.D7	10483.recip.290.ASO.OB2.D1	10483.recip.561.ASO.HC4.D14	10483.recip.320.WT.PD1.D14	10483.recip.623.WT.PD5.D7	10483.recip.313.ASO.HC1.D14	10483.recip.436.ASO.PD3.D14	10483.recip.403.ASO.PD2.D21	10483.recip.390.ASO.PD2.D14	10483.recip.617.ASO.PD5.D14	10483.recip.647.ASO.PD6.D14	10483.recip.458.ASO.HC3.D21	10483.recip.321.WT.PD1.D14	10483.recip.319.WT.HC1.D49	10483.recip.653.ASO.HC6.D7	10483.recip.412.ASO.HC2.D21	10483.recip.314.WT.HC1.D21	10483.recip.413.WT.HC2.D21	10483.recip.401.ASO.HC2.D49	10483.recip.625.ASO.HC5.D14	10483.recip.616.ASO.HC5.D49	10483.recip.466.ASO.PD3.D49	10483.recip.615.WT.HC5.D49	10483.recip.630.ASO.PD5.D7	10483.recip.324.WT.PD1.D14	10483.recip.319.WT.HC1.D21	10483.recip.467.WT.PD3.D7	10483.recip.389.WT.HC2.D21	10483.recip.401.ASO.HC2.D21	10483.recip.387.WT.PD2.D49	10483.recip.536.ASO.PD4.D49	10483.recip.536.ASO.PD4.D21	10483.recip.630.ASO.PD5.D14	10483.recip.537.WT.PD4.D49	10483.recip.635.ASO.HC5.D49	10483.recip.456.ASO.HC3.D14	10483.recip.543.ASO.HC4.D7	10483.recip.402.ASO.PD2.D7	10483.recip.325.ASO.PD1.D21	10483.recip.465.ASO.PD3.D21	10483.recip.634.WT.HC5.D49	10483.recip.411.ASO.HC2.D49	10483.recip.548.ASO.PD4.D21	10483.recip.463.WT.PD3.D49	10483.recip.635.ASO.HC5.D7	10483.recip.642.ASO.HC6.D49	10483.recip.460.WT.HC3.D21	10483.recip.643.WT.HC6.D7	10483.recip.390.ASO.PD2.D7	10483.recip.461.ASO.HC3.D14	10483.recip.540.ASO.HC4.D7	10483.recip.617.WT.HC5.D49	10483.recip.637.ASO.PD6.D49	10483.donor5.HC	10483.recip.622.ASO.PD5.D14	10483.recip.403.ASO.PD2.D49	10483.recip.639.WT.PD6.D7	10483.recip.617.WT.HC5.D14	10483.recip.391.ASO.PD2.D49	10483.recip.316WT.HC1.D21	10483.recip.389.WT.HC2.D14	10483.recip.400.ASO.HC2.D14	10483.recip.454.WT.PD3.D21	10483.recip.411.ASO.HC2.D21	10483.donor3.PD	10483.recip.651.ASO.HC6.D14	10483.recip.459.WT.HC3.D21	10483.recip.458.ASO.HC3.D7	10483.recip.455.WT.PD3.D14	10483.recip.437.ASO.HC3.D49	10483.recip.536.ASO.PD4.D14	10483.recip.549.WT.PD4.D21	10483.recip.620.ASO.HC5.D49	10483.recip.558.WT.HC4.D21	10483.recip.585.ASO.OBAWT.D49	10483.recip.622.ASO.PD5.D7	10483.recip.317.ASO.HC1.D49	10483.recip.313.ASO.HC1.D7	10483.donor6.HC	10483.recip.647.ASO.PD6.D7	10483.recip.640.ASO.HC6.D49	10483.recip.315.WT.HC1.D14	10483.recip.549.WT.PD4.D7	10483.recip.640.ASO.HC6.D14	10483.donor4.PD	10483.recip.455.WT.PD3.D49	10483.recip.539.ASO.PD4.D14	10483.recip.322.ASO.PD1.D7	10483.recip.636.ASO.PD6.D7	10483.recip.467.WT.HC3.D49.a	10483.recip.545.WT.HC4.D14	10483.recip.467.WT.PD3.D49	10483.recip.459.WT.HC3.D14	10483.recip.318.ASO.HC1.D7	10483.recip.541.ASO.HC4.D49	10483.recip.654.ASO.HC6.D7	10483.recip.639.WT.PD6.D49	10483.recip.403.ASO.PD2.D7	10483.recip.290.ASO.OB2.D49	10483.recip.317.ASO.HC1.D14	10483.recip.621.ASO.HC5.D49	10483.recip.637.ASO.PD6.D7	10483.recip.644.WT.HC6.D14	10483.recip.388.WT.HC2.D14	10483.recip.558.WT.HC4.D14	10483.recip.630.ASO.PD5.D49	10483.recip.323.ASO.PD1.D14	10483.recip.638.ASO.PD6.D7	10483.recip.466.ASO.PD3.D7	10483.recip.631.WT.PD5.D7	10483.recip.632.ASO.PD5.D7	10483.recip.546.ASO.PD4.D49	10483.recip.436.ASO.PD3.D49	10483.recip.414.WT.PD2.D49	10483.recip.544.ASO.HC4.D21	10483.donor1.PD	10483.recip.631.WT.PD5.D14	10483.recip.547.WT.PD4.D7	10483.recip.400.ASO.HC2.D21	10483.recip.313.ASO.HC1.D49	10483.recip.618.ASO.HC5.D49	10483.recip.324.WT.PD1.D7	10483.recip.211.WT.OB1.D1	10483.recip.640.ASO.HC6.D7	10483.recip.558.WT.HC4.D7	10483.recip.464.WT.PD3.D14	10483.recip.312.WT.HC1.D21	10483.recip.402.ASO.PD2.D21	10483.recip.436.ASO.PD3.D21	10483.recip.324.WT.PD1.D49	10483.recip.538.WT.PD4.D7	10483.recip.625.ASO.HC5.D7	10483.recip.643.WT.HC6.D14	10483.recip.633.ASO.HC5.D7	10483.recip.322.ASO.PD1.D49	10483.recip.279.WT.OB2.D1	10483.recip.320.WT.PD1.D21	10483.recip.312.WT.HC1.D7	10483.recip.641.ASO.HC6.D14	10483.recip.638.ASO.PD6.D49	10483.recip.452.ASO.PD3.D14	10483.recip.414.WT.PD2.D14	10483.recip.436.ASO.PD3.D7	10483.recip.318.ASO.HC1.D14	10483.recip.320.WT.PD1.D7	10483.donor5.PD	10483.recip.467.WT.HC3.D21.b	10483.recip.455.WT.PD3.D7	10483.recip.624.WT.HC5.D14	10483.donor2.PD	10483.recip.312.WT.HC1.D14	10483.recip.454.WT.PD3.D49	10483.recip.614.WT.PD5.D14	10483.recip.414.WT.PD2.D21	10483.recip.636.ASO.PD6.D749	10483.recip.650.ASO.PD6.D49	10483.recip.646.WT.PD6.D49	10483.recip.467.WT.HC3.D14.b	10483.recip.325.ASO.PD1.D14	10483.recip.321.WT.PD1.D7	10483.donor1.HC	10483.recip.638.ASO.PD6.D14	10483.recip.616.WT.PD5.D7	10483.recip.391.ASO.PD2.D21	10483.recip.654.ASO.HC6.D14	10483.recip.316WT.HC1.D14	10483.recip.320.WT.PD1.D49	10483.recip.413.WT.HC2.D7	10483.recip.401.ASO.HC2.D7	10483.recip.460.WT.HC3.D7	10483.recip.400.ASO.HC2.D7	10483.recip.412.ASO.HC2.D7	10483.recip.466.ASO.PD3.D21	10483.recip.560.ASO.HC4.D7	10483.recip.467.WT.HC3.D49.b	10483.recip.435.ASO.HC3.D7	10483.recip.634.WT.HC5.D7	10483.recip.646.WT.PD6.D7	10483.recip.653.ASO.HC6.D14	10483.recip.614.ASO.HC5.D49	10483.recip.642.ASO.HC6.D14	10483.recip.544.ASO.HC4.D7	10483.recip.537.WT.PD4.D7	10483.recip.312.WT.HC1.D49	10483.recip.624.WT.HC5.D7	10483.recip.625.ASO.HC5.D49	10483.recip.652.ASO.HC6.D7	10483.recip.402.ASO.PD2.D49	10483.recip.411.ASO.HC2.D14	10483.recip.542.WT.HC4.D7	10483.recip.413.WT.HC2.D14	10483.recip.319.WT.HC1.D7	10483.recip.456.ASO.HC3.D7	10483.recip.322.ASO.PD1.D14	10483.recip.323.ASO.PD1.D49	10483.recip.652.ASO.HC6.D14	10483.recip.463.WT.PD3.D14	10483.recip.315.WT.HC1.D7	10483.recip.542.WT.HC4.D21	10483.recip.386.WT.PD2.D21	10483.recip.318.ASO.HC1.D49	10483.recip.412.ASO.HC2.D14	10483.recip.645.WT.PD6.D14	10483.recip.649.WT.HC6.D14	10483.recip.391.ASO.PD2.D14	10483.recip.539.ASO.PD4.D7	10483.recip.458.ASO.HC3.D14	10483.recip.314.WT.HC1.D14	10483.recip.645.WT.PD6.D49	10483.recip.467.WT.HC3.D7.b	10483.recip.561.ASO.HC4.D7	10483.recip.549.WT.PD4.D14	10483.recip.313.ASO.HC1.D21	10483.recip.463.WT.PD3.D21	10483.recip.456.ASO.HC3.D49
4447072	0	930	765	1504	645	2911	1553	0	1149	2666	229	3	683	1322	0	3	5	2091	4626	629	0	1	6274	774	117	54	3598	1019	10	1334	0	2148	1202	1822	1639	0	0	1361	0	3584	0	2326	7	3034	0	1656	3753	4249	1567	3928	696	814	2279	3054	1520	2182	2610	1652	632	722	0	660	568	1865	0	602	527	0	2191	523	857	2249	756	5374	0	0	2744	0	1038	18	345	0	32	33	935	2107	0	1211	4340	398	7364	5	645	0	4438	1074	5	0	1166	1425	665	1058	5487	1285	2558	2564	0	5	2392	915	7573	0	0	913	2805	0	2844	0	919	9	0	868	1926	990	0	1063	3416	0	739	1352	0	215	1080	5626	1295	844	0	1128	3944	597	0	0	1803	1020	1611	902	1086	0	549	1831	591	862	0	2054	291	2880	1101	867	0	338	0	90	1495	819	817	0	1666	1941	4636	500	2328	0	1486	1257	1636	0	0	1913	1271	4998	2706	0	740	1475	157	1058	6319	0	1912	0	2120	1177	0	0	1678	0	1503	0	2127	0	4321	805	1125	246	773	5219	0	702	6495	3431	326	844	1020	1874	0	0	1383	438	541	1184	8	0	627	0	231	153	1411	1753	8	1902	0	1917	0	0	0	554	3414	101	774	1860	0	0	879	2998	0	338	0	2043	262	6062	761	3023	1860	651	0	0	2842	0	1549	2642	2690	784	563	457	0	570	2924	0	10	954	312	2145	1014	0	0	3489	0	0	216	913	0	1600	2796	1217	4881	470	1616	2407	945	68	1139	838	2245	623	2349	911	2	1924	910	0	2039	785	2112	585	1558	0	1251	0	1759	4741	0	14	2545	1227	3366	3026	1184	1262	1876	1153	48	1835	0	1201	1695	3081	296	2171	2935	457	0	0	2	0	799	0	9	409	1589	2277	924	2685	744	1675	6889	2108	2179	2091	0	9147	2380	842	1656	0	1613	3101	470	2841	1979	0	1344	0	0	1929	230
4347520	0	4	0	0	252	0	0	359	1	0	14	188	0	20	51	0	0	0	0	0	0	146	0	0	115	0	0	0	540	0	931	0	0	19	6	2	178	0	148	0	239	0	0	0	0	0	0	42	0	0	56	0	0	0	14	0	0	0	0	0	355	0	2	88	55	1	0	40	0	0	151	0	170	0	409	228	4	0	0	0	0	470	0	0	0	0	0	0	0	235	0	1383	0	125	0	0	0	3	0	0	36	294	0	40	0	0	477	0	0	0	0	179	0	0	30	0	0	0	40	2	104	0	176	0	0	0	0	215	0	0	13	19	0	0	0	30	0	0	0	0	21	256	0	0	0	0	85	0	0	0	0	97	0	0	36	0	0	65	0	0	0	49	0	131	0	0	48	5	0	45	0	979	0	199	0	0	0	0	91	0	0	421	0	0	0	0	0	0	0	0	0	78	0	0	0	726	0	4	19	0	0	77	0	36	0	0	5	0	0	156	9	0	0	0	0	595	17	0	0	0	676	27	16	0	0	0	195	36	0	0	305	0	3	17	0	0	0	2	0	17	256	555	15	0	545	19	29	171	0	0	0	0	0	0	0	41	0	28	0	0	0	287	33	0	228	0	0	0	0	35	0	0	388	0	0	0	0	142	6	264	36	0	338	0	1	72	31	0	0	605	0	0	0	8	7	1	587	0	79	0	177	0	0	0	0	147	0	137	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	64	0	0	40	0	338	248	146	55	2	0	155	0	0	3	27	0	0	0	0	0	0	213	0	206	0	0	472	0	0	0	1	0	13	10	0	6	0	49
4474380	0	310	15	0	154	11	0	0	42	0	15	0	0	0	0	88	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	23	64	0	0	0	0	14	0	0	5	0	0	0	0	0	37	0	465	719	0	105	0	0	170	282	0	0	0	0	0	338	0	0	0	0	0	0	36	0	0	0	0	0	50	0	0	0	0	0	34	199	0	2	0	0	0	0	0	0	0	52	0	0	0	0	629	0	34	980	110	0	0	114	0	113	0	0	0	0	0	0	143	0	0	24	60	18	0	0	15	0	0	108	0	0	0	0	17	0	0	0	0	53	70	0	17	0	0	0	0	71	528	0	537	0	3	207	0	10	45	0	0	198	60	1	3	0	0	91	89	0	0	128	1266	213	3	0	0	0	0	0	77	0	0	22	14	0	0	0	0	0	0	0	0	0	2	0	0	30	0	0	0	0	0	0	0	23	0	0	0	503	0	0	0	0	94	459	0	290	0	185	0	0	64	0	0	0	0	0	31	0	0	0	98	84	224	0	0	0	0	0	0	0	0	837	0	13	0	0	61	0	0	112	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	47	0	258	0	0	0	1136	0	0	7	0	5	0	151	6	0	68	0	0	0	0	126	7	695	251	0	0	0	154	102	90	0	764	0	0	0	0	112	0	0	74	0	0	0	0	7	6	0	0	0	502	0	0	0	609	1078	299	182	245	0	573	0	317	179	0	0	49	0	0	0	0	0	0	95	0	1366	0	20	47	0	0	0	0	0	0	0	25	146	264	0	0	392	0	0	0	0	0	463	12	123	0	294
4454432	0	0	0	113	0	98	0	0	0	0	0	0	0	0	0	183	0	6	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	14	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
4398028	0	3	16	0	20	0	0	0	3	0	0	0	0	0	0	62	0	0	3	0	0	0	0	0	7	0	58	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	7	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	15	0	0	9	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	17	2	2	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	47	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	8	0	0	0	12	0	0	4	0	0	0	0	0	0	2	0	111	0	0	0	6	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	35	0	10	10	2	475	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	68	0	0	0	0	28	5	2	0	0	0	0	0	0	0	0	0	0	0	0	29
174924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
335941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	18	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	13	0	0	0	0	29	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	44	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	32	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	8	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	14	0	0	0	0	0	31	0	0	0	0	0	0
175508	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4483046	0	0	0	29	239	0	209	0	22	26	484	0	86	15	0	0	145	5	0	12	0	0	51	219	227	424	0	147	0	2	0	31	3	24	302	0	0	3	0	0	0	11	0	36	0	15	11	40	0	78	0	3	47	17	21	0	75	245	4	0	0	0	417	0	0	9	10	0	19	0	0	5	1	0	0	0	5	0	15	0	18	0	0	93	4	25	0	0	321	4	0	0	421	0	553	7	0	0	3	7	248	0	0	0	40	8	0	0	7	7	0	0	0	3	6	0	39	0	5	0	0	4	5	33	0	25	13	0	3	7	0	148	29	17	13	49	0	70	0	4	0	0	37	57	0	7	0	0	4	0	479	112	0	22	118	0	61	70	0	476	0	259	6	13	138	90	0	154	0	78	50	0	16	0	40	0	0	197	7	0	689	0	3	400	2	6	71	6	0	0	18	160	0	0	26	0	25	0	3	0	29	0	28	0	28	0	0	26	0	0	24	45	5	184	0	0	113	2	2	9	0	0	36	0	21	151	0	0	0	5	0	17	0	0	0	0	42	0	8	146	0	0	78	0	0	408	0	3	333	0	24	30	24	0	0	0	0	0	18	21	9	10	2	185	0	0	63	0	0	0	28	0	7	0	0	371	0	10	0	10	0	27	28	183	0	0	0	0	20	0	9	89	36	10	26	0	0	0	75	0	0	16	17	35	33	0	9	0	13	87	0	3	6	98	40	0	3	97	21	64	0	17	0	0	272	32	337	8	36	230	0	0	0	0	342	0	0	20	171	15	63	172	9	0	0	43	69	11	0	0	0	133	26	0	66	34	0	8	62	0	0	0	0	20	239
